oui,wifiChipManufacturer,estimatedDeviceCategory
9C5D12,Aerohive Networks Inc.,Non-mobile device
001F82,Cal-Comp Electronics & Communications Company Ltd.,Non-mobile device
C0288D,"Logitech, Inc",Non-mobile device
9C1E95,"Actiontec Electronics, Inc",Non-mobile device
E078A3,"Shanghai Winner Information Technology Co.,Inc",Non-mobile device
B49691,Intel Corporate,Non-mobile device
7CCBE2,IEEE Registration Authority,Non-mobile device
9CD9CB,Lesira Manufacturing Pty Ltd,Non-mobile device
002590,"Super Micro Computer, Inc.",Non-mobile device
187532,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
E0DCA0,Siemens Industrial Automation Products Ltd Chengdu,Non-mobile device
A4580F,IEEE Registration Authority,Non-mobile device
DCD255,"Kinpo Electronics, Inc.",Non-mobile device
B0EE7B,"Roku, Inc",Non-mobile device
E8EADA,Denkovi Assembly Electronics LTD,Non-mobile device
40ED98,IEEE Registration Authority,Non-mobile device
480C49,NAKAYO Inc,Non-mobile device
00D0EC,NAKAYO Inc,Non-mobile device
C0E54E,ARIES Embedded GmbH,Non-mobile device
B4A382,"Hangzhou Hikvision Digital Technology Co.,Ltd.",Non-mobile device
3CA616,"vivo Mobile Communication Co., Ltd.",Mobile phone
88B4A6,"Motorola Mobility LLC, a Lenovo Company",Mobile phone
742857,Mayfield Robotics,Non-mobile device
00CB00,Private,Non-mobile device
609BC8,"Hipad Intelligent Technology Co., Ltd.",Non-mobile device
1C0FAF,Lucid Vision Labs,Non-mobile device
245CCB,"AXIe Consortium, Inc.",Non-mobile device
F8F21E,Intel Corporate,Non-mobile device
282986,APC by Schneider Electric,Non-mobile device
74DA38,Edimax Technology Co. Ltd.,Non-mobile device
386B1C,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",Non-mobile device
38019F,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
002424,Ace Axis Limited,Non-mobile device
8C839D,"SHENZHEN XINYUPENG ELECTRONIC TECHNOLOGY CO., LTD",Non-mobile device
ECFAF4,SenRa Tech Pvt. Ltd,Non-mobile device
70991C,"Shenzhen Honesty Electronics Co.,Ltd",Non-mobile device
0081F9,Texas Instruments,Non-mobile device
587A62,Texas Instruments,Non-mobile device
D06726,Hewlett Packard Enterprise,Non-mobile device
282373,Digita,Non-mobile device
44CD0E,"FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.",Non-mobile device
088466,Novartis Pharma AG,Non-mobile device
001F7D,Embedded Wireless GmbH,Non-mobile device
947BBE,Ubicquia,Non-mobile device
E82A44,Liteon Technology Corporation,Non-mobile device
0005A7,HYPERCHIP Inc.,Non-mobile device
78DDD9,"Guangzhou Shiyuan Electronics Co., Ltd. ",Non-mobile device
000966,TRIMBLE EUROPE BV,Non-mobile device
ECB0E1,Ciena Corporation,Non-mobile device
58C17A,Cambium Networks Limited,Non-mobile device
2C5491,Microsoft Corporation,Non-mobile device
0450DA,"Qiku Internet Network Scientific (Shenzhen) Co., Ltd",Non-mobile device
08BC20,"Hangzhou Royal Cloud Technology Co., Ltd",Non-mobile device
5C70A3,LG Electronics (Mobile Communications),Mobile phone
10F96F,LG Electronics (Mobile Communications),Mobile phone
F01C13,LG Electronics (Mobile Communications),Mobile phone
00AA70,LG Electronics (Mobile Communications),Mobile phone
BCF5AC,LG Electronics (Mobile Communications),Mobile phone
CCFA00,LG Electronics (Mobile Communications),Mobile phone
F8A9D0,LG Electronics (Mobile Communications),Mobile phone
805A04,LG Electronics (Mobile Communications),Mobile phone
5CAF06,LG Electronics (Mobile Communications),Mobile phone
B81DAA,LG Electronics (Mobile Communications),Mobile phone
10F1F2,LG Electronics (Mobile Communications),Mobile phone
0025E5,LG Electronics (Mobile Communications),Mobile phone
0022A9,LG Electronics (Mobile Communications),Mobile phone
C49A02,LG Electronics (Mobile Communications),Mobile phone
344DF7,LG Electronics (Mobile Communications),Mobile phone
449160,"Murata Manufacturing Co., Ltd.",Non-mobile device
44D5A5,AddOn Computer,Non-mobile device
00AECD,Pensando Systems,Non-mobile device
44AD19,XINGFEI ï¼ˆH.Kï¼‰LIMITED ,Non-mobile device
D896E0,Alibaba Cloud Computing Ltd.,Non-mobile device
30EB1F,"Skylab M&C Technology Co.,Ltd",Non-mobile device
B0B2DC,Zyxel Communications Corporation,Non-mobile device
0023F8,Zyxel Communications Corporation,Non-mobile device
4C9EFF,Zyxel Communications Corporation,Non-mobile device
5CF4AB,Zyxel Communications Corporation,Non-mobile device
1479F3,"China Mobile Group Device Co.,Ltd.",Mobile phone
90EF68,Zyxel Communications Corporation,Non-mobile device
28285D,Zyxel Communications Corporation,Non-mobile device
4CAE1C,SaiNXT Technologies LLP,Non-mobile device
4C910C," Lanix Internacional, S.A. de C.V.",Non-mobile device
2C4205,Lytx,Non-mobile device
0090F1,Seagate Cloud Systems Inc,Non-mobile device
D45DDF,PEGATRON CORPORATION,Non-mobile device
D41A3F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
005013,Seagate Cloud Systems Inc,Non-mobile device
00C0FF,Seagate Cloud Systems Inc,Non-mobile device
EC8193,"Logitech, Inc",Non-mobile device
D096FB,DASAN Network Solutions,Non-mobile device
5C521E,"Nintendo Co.,Ltd",Non-mobile device
A825EB,"Cambridge Industries(Group) Co.,Ltd.",Non-mobile device
D8C8E9,"Phicomm (Shanghai) Co., Ltd.",Non-mobile device
6C49C1,"o2ones Co., Ltd.",Non-mobile device
68DB54,"Phicomm (Shanghai) Co., Ltd.",Non-mobile device
E48F34,Vodafone Italia S.p.A.,Non-mobile device
2C6B7D,Texas Instruments,Non-mobile device
788038,"FUNAI ELECTRIC CO., LTD.",Non-mobile device
000130,"Extreme Networks, Inc.",Non-mobile device
CC6EA4,"Samsung Electronics Co.,Ltd",Mobile phone
C477AF,Advanced Digital Broadcast SA,Non-mobile device
20DFB9,"Google, Inc.",Mobile phone
44F034,"Kaonmedia CO., LTD.",Non-mobile device
14780B,Varex Imaging Deutschland AG,Non-mobile device
10CD6E,FISYS,Non-mobile device
A46CF1,"Samsung Electronics Co.,Ltd",Mobile phone
0CA8A7,"Samsung Electronics Co.,Ltd",Mobile phone
54B802,"Samsung Electronics Co.,Ltd",Mobile phone
282C02,IEEE Registration Authority,Non-mobile device
B8C716,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
D05995,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
54DF24,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
583BD9,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
BCC00F,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
F0407B,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
F08CFB,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
EC8AC7,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
005079,Private,Non-mobile device
5C0038,Viasat Group S.p.A.,Non-mobile device
E4CB59,Beijing Loveair Science and Technology Co. Ltd.,Non-mobile device
C87765,Tiesse SpA,Non-mobile device
605F8D,eero inc.,Non-mobile device
B4DEDF,zte corporation,Mobile phone
847460,zte corporation,Mobile phone
B4A8B9,"Cisco Systems, Inc",Non-mobile device
88B6EE,Dish Technologies Corp,Non-mobile device
C042D0,Juniper Networks,Non-mobile device
E8330D,Xaptec GmbH,Non-mobile device
D8D775,Sagemcom Broadband SAS,Non-mobile device
785364,SHIFT GmbH,Non-mobile device
24181D,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
54B7E5,"Rayson Technology Co., Ltd.",Non-mobile device
BC0FA7,Ouster,Non-mobile device
ACF970,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
0C41E9,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
58D759,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
B41C30,zte corporation,Mobile phone
F4C248,"Samsung Electronics Co.,Ltd",Mobile phone
A8515B,"Samsung Electronics Co.,Ltd",Mobile phone
606BFF,"Nintendo Co.,Ltd",Non-mobile device
AC17C8,Cisco Meraki,Non-mobile device
EC9B8B,Hewlett Packard Enterprise,Non-mobile device
70D081,Beijing Netpower Technologies Inc.,Non-mobile device
70C94E,Liteon Technology Corporation,Non-mobile device
180F76,D-Link International,Non-mobile device
703A73,Shenzhen Sundray Technologies Company Limited,Non-mobile device
184C08,Rockwell Automation,Non-mobile device
98D863,"Shanghai High-Flying Electronics Technology Co., Ltd",Non-mobile device
F00FEC,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
0C704A,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
88E90F,innomdlelab,Non-mobile device
949F3E,"Sonos, Inc.",Non-mobile device
B8E937,"Sonos, Inc.",Non-mobile device
7828CA,"Sonos, Inc.",Non-mobile device
347E5C,"Sonos, Inc.",Non-mobile device
C048E6,"Samsung Electronics Co.,Ltd",Mobile phone
B02680,"Cisco Systems, Inc",Non-mobile device
6CE4DA,"NEC Platforms, Ltd.",Non-mobile device
C88F26,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",Non-mobile device
48BD3D,"New H3C Technologies Co., Ltd",Non-mobile device
4CABFC,zte corporation,Mobile phone
200F70,FOXTECH,Non-mobile device
003C10,"Cisco Systems, Inc",Non-mobile device
90834B,"BEIJING YUNYI TIMES TECHNOLOGY CO,.LTD",Non-mobile device
E81AAC,ORFEO SOUNDWORKS Inc.,Non-mobile device
A038F8,OURA Health Oy,Non-mobile device
146B9C,SHENZHEN BILIAN ELECTRONIC CO.ï¼ŒLTD,Non-mobile device
D07714,"Motorola Mobility LLC, a Lenovo Company",Mobile phone
34D712,"Smartisan Digital Co., Ltd",Non-mobile device
984562,"Shanghai Baud Data Communication Co.,Ltd.",Non-mobile device
E8986D,Palo Alto Networks,Non-mobile device
F08173,Amazon Technologies Inc.,Non-mobile device
2429FE,KYOCERA Corporation ,Non-mobile device
A4933F,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
881196,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
F0AF50,Phantom Intelligence,Non-mobile device
F4BC97,"Shenzhen Crave Communication Co., LTD",Non-mobile device
28FEDE,"COMESTA, Inc.",Non-mobile device
34E894,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
00148C,General Dynamics Mission Systems,Non-mobile device
E019D8,BH TECHNOLOGIES,Non-mobile device
94E1AC,"Hangzhou Hikvision Digital Technology Co.,Ltd.",Non-mobile device
24F128,Telstra,Non-mobile device
FC9BC6,"Sumavision Technologies Co.,Ltd",Non-mobile device
001DFA,"Fujian LANDI Commercial Equipment Co.,Ltd",Non-mobile device
480BB2,IEEE Registration Authority,Non-mobile device
BC2643,Elprotronic Inc.,Non-mobile device
9814D2,Avonic,Non-mobile device
B0A37E,"QING DAO HAIER TELECOM CO.,LTD.",Non-mobile device
682C7B,"Cisco Systems, Inc",Non-mobile device
68CAE4,"Cisco Systems, Inc",Non-mobile device
CC934A,Sierra Wireless,Non-mobile device
EC9365,"Mapper.ai, Inc.",Non-mobile device
A8F5AC,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
505DAC,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
2816A8,Microsoft Corporation,Non-mobile device
84A134,"Apple, Inc.",Mobile phone
1C9148,"Apple, Inc.",Mobile phone
C0CCF8,"Apple, Inc.",Mobile phone
80ED2C,"Apple, Inc.",Mobile phone
E8B2AC,"Apple, Inc.",Mobile phone
8489AD,"Apple, Inc.",Mobile phone
20768F,"Apple, Inc.",Mobile phone
28ED6A,"Apple, Inc.",Mobile phone
34AB37,"Apple, Inc.",Mobile phone
60A37D,"Apple, Inc.",Mobile phone
0056CD,"Apple, Inc.",Mobile phone
BCA920,"Apple, Inc.",Mobile phone
5082D5,"Apple, Inc.",Mobile phone
9C84BF,"Apple, Inc.",Mobile phone
00B362,"Apple, Inc.",Mobile phone
F86214,"Apple, Inc.",Mobile phone
B0702D,"Apple, Inc.",Mobile phone
D0C5F3,"Apple, Inc.",Mobile phone
0023DF,"Apple, Inc.",Mobile phone
0025BC,"Apple, Inc.",Mobile phone
00264A,"Apple, Inc.",Mobile phone
0026B0,"Apple, Inc.",Mobile phone
041E64,"Apple, Inc.",Mobile phone
D49A20,"Apple, Inc.",Mobile phone
9027E4,"Apple, Inc.",Mobile phone
60334B,"Apple, Inc.",Mobile phone
5C5948,"Apple, Inc.",Mobile phone
60F445,"Apple, Inc.",Mobile phone
5CF7E6,"Apple, Inc.",Mobile phone
A0D795,"Apple, Inc.",Mobile phone
CC088D,"Apple, Inc.",Mobile phone
8C8EF2,"Apple, Inc.",Mobile phone
F40F24,"Apple, Inc.",Mobile phone
24F677,"Apple, Inc.",Mobile phone
7867D7,"Apple, Inc.",Mobile phone
5433CB,"Apple, Inc.",Mobile phone
D0D2B0,"Apple, Inc.",Mobile phone
D88F76,"Apple, Inc.",Mobile phone
3C2EF9,"Apple, Inc.",Mobile phone
7081EB,"Apple, Inc.",Mobile phone
086698,"Apple, Inc.",Mobile phone
9060F1,"Apple, Inc.",Mobile phone
741BB2,"Apple, Inc.",Mobile phone
28CFE9,"Apple, Inc.",Mobile phone
E425E7,"Apple, Inc.",Mobile phone
B019C6,"Apple, Inc.",Mobile phone
58E28F,"Apple, Inc.",Mobile phone
AC1F74,"Apple, Inc.",Mobile phone
48BF6B,"Apple, Inc.",Mobile phone
245BA7,"Apple, Inc.",Mobile phone
DC56E7,"Apple, Inc.",Mobile phone
347C25,"Apple, Inc.",Mobile phone
D4909C,"Apple, Inc.",Mobile phone
080007,"Apple, Inc.",Mobile phone
000A95,"Apple, Inc.",Mobile phone
002241,"Apple, Inc.",Mobile phone
18EE69,"Apple, Inc.",Mobile phone
748114,"Apple, Inc.",Mobile phone
18F643,"Apple, Inc.",Mobile phone
D0A637,"Apple, Inc.",Mobile phone
A01828,"Apple, Inc.",Mobile phone
D0034B,"Apple, Inc.",Mobile phone
A43135,"Apple, Inc.",Mobile phone
9C35EB,"Apple, Inc.",Mobile phone
507A55,"Apple, Inc.",Mobile phone
A0999B,"Apple, Inc.",Mobile phone
24240E,"Apple, Inc.",Mobile phone
903C92,"Apple, Inc.",Mobile phone
A88E24,"Apple, Inc.",Mobile phone
E8802E,"Apple, Inc.",Mobile phone
68AE20,"Apple, Inc.",Mobile phone
E0B52D,"Apple, Inc.",Mobile phone
80BE05,"Apple, Inc.",Mobile phone
D8BB2C,"Apple, Inc.",Mobile phone
D04F7E,"Apple, Inc.",Mobile phone
2C1F23,"Apple, Inc.",Mobile phone
549F13,"Apple, Inc.",Mobile phone
B8098A,"Apple, Inc.",Mobile phone
F0DBE2,"Apple, Inc.",Mobile phone
8C2937,"Apple, Inc.",Mobile phone
DC9B9C,"Apple, Inc.",Mobile phone
98F0AB,"Apple, Inc.",Mobile phone
F0DBF8,"Apple, Inc.",Mobile phone
ACCF5C,"Apple, Inc.",Mobile phone
3C15C2,"Apple, Inc.",Mobile phone
04489A,"Apple, Inc.",Mobile phone
D8CF9C,"Apple, Inc.",Mobile phone
A886DD,"Apple, Inc.",Mobile phone
54EAA8,"Apple, Inc.",Mobile phone
E4C63D,"Apple, Inc.",Mobile phone
843835,"Apple, Inc.",Mobile phone
C06394,"Apple, Inc.",Mobile phone
8C006D,"Apple, Inc.",Mobile phone
B09FBA,"Apple, Inc.",Mobile phone
DC86D8,"Apple, Inc.",Mobile phone
78CA39,"Apple, Inc.",Mobile phone
18E7F4,"Apple, Inc.",Mobile phone
B8FF61,"Apple, Inc.",Mobile phone
DC2B61,"Apple, Inc.",Mobile phone
1093E9,"Apple, Inc.",Mobile phone
442A60,"Apple, Inc.",Mobile phone
E0F847,"Apple, Inc.",Mobile phone
145A05,"Apple, Inc.",Mobile phone
28CFDA,"Apple, Inc.",Mobile phone
148FC6,"Apple, Inc.",Mobile phone
283737,"Apple, Inc.",Mobile phone
045453,"Apple, Inc.",Mobile phone
F0CBA1,"Apple, Inc.",Mobile phone
30F7C5,"Apple, Inc.",Mobile phone
008865,"Apple, Inc.",Mobile phone
40B395,"Apple, Inc.",Mobile phone
3090AB,"Apple, Inc.",Mobile phone
1CE62B,"Apple, Inc.",Mobile phone
A0EDCD,"Apple, Inc.",Mobile phone
842999,"Apple, Inc.",Mobile phone
74E2F5,"Apple, Inc.",Mobile phone
20C9D0,"Apple, Inc.",Mobile phone
7073CB,"Apple, Inc.",Mobile phone
9C207B,"Apple, Inc.",Mobile phone
341298,"Apple, Inc.",Mobile phone
9C293F,"Apple, Inc.",Mobile phone
7C0191,"Apple, Inc.",Mobile phone
70480F,"Apple, Inc.",Mobile phone
A4B805,"Apple, Inc.",Mobile phone
587F57,"Apple, Inc.",Mobile phone
80D605,"Apple, Inc.",Mobile phone
C869CD,"Apple, Inc.",Mobile phone
BC6C21,"Apple, Inc.",Mobile phone
0469F8,"Apple, Inc.",Mobile phone
749EAF,"Apple, Inc.",Mobile phone
B841A4,"Apple, Inc.",Mobile phone
F895EA,"Apple, Inc.",Mobile phone
50A67F,"Apple, Inc.",Mobile phone
647033,"Apple, Inc.",Mobile phone
846878,"Apple, Inc.",Mobile phone
68D1BA,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
BCCAB5,"ARRIS Group, Inc.",Non-mobile device
5C8FE0,"ARRIS Group, Inc.",Non-mobile device
6CCA08,"ARRIS Group, Inc.",Non-mobile device
5465DE,"ARRIS Group, Inc.",Non-mobile device
ACEC80,"ARRIS Group, Inc.",Non-mobile device
3C7A8A,"ARRIS Group, Inc.",Non-mobile device
000FCC,"ARRIS Group, Inc.",Non-mobile device
2CA17D,"ARRIS Group, Inc.",Non-mobile device
7CBFB1,"ARRIS Group, Inc.",Non-mobile device
8096B1,"ARRIS Group, Inc.",Non-mobile device
00909C,"ARRIS Group, Inc.",Non-mobile device
001180,"ARRIS Group, Inc.",Non-mobile device
0017EE,"ARRIS Group, Inc.",Non-mobile device
00D088,"ARRIS Group, Inc.",Non-mobile device
0012C9,"ARRIS Group, Inc.",Non-mobile device
001CFB,"ARRIS Group, Inc.",Non-mobile device
001C12,"ARRIS Group, Inc.",Non-mobile device
001FC4,"ARRIS Group, Inc.",Non-mobile device
002210,"ARRIS Group, Inc.",Non-mobile device
00211E,"ARRIS Group, Inc.",Non-mobile device
F8EDA5,"ARRIS Group, Inc.",Non-mobile device
407009,"ARRIS Group, Inc.",Non-mobile device
94877C,"ARRIS Group, Inc.",Non-mobile device
001DD2,"ARRIS Group, Inc.",Non-mobile device
0017E2,"ARRIS Group, Inc.",Non-mobile device
CC7D37,"ARRIS Group, Inc.",Non-mobile device
001A77,"ARRIS Group, Inc.",Non-mobile device
984B4A,"ARRIS Group, Inc.",Non-mobile device
9C3426,"ARRIS Group, Inc.",Non-mobile device
0015A4,"ARRIS Group, Inc.",Non-mobile device
0015A3,"ARRIS Group, Inc.",Non-mobile device
C0C522,"ARRIS Group, Inc.",Non-mobile device
5CB066,"ARRIS Group, Inc.",Non-mobile device
E48399,"ARRIS Group, Inc.",Non-mobile device
002636,"ARRIS Group, Inc.",Non-mobile device
0024A0,"ARRIS Group, Inc.",Non-mobile device
001675,"ARRIS Group, Inc.",Non-mobile device
0016B5,"ARRIS Group, Inc.",Non-mobile device
001D72,Wistron Corporation,Non-mobile device
0C73BE,"Dongguan Haimai Electronie Technology Co.,Ltd",Non-mobile device
20780B,Delta Faucet Company,Non-mobile device
24D51C,"Zhongtian broadband technology co., LTD ",Non-mobile device
28FECD,"Lemobile Information Technology (Beijing) Co., Ltd.",Mobile phone
001992,Adtran Inc,Non-mobile device
4C1694,"shenzhen sibituo Technology Co., Ltd",Non-mobile device
6C160E,ShotTracker,Non-mobile device
7C1015,"Brilliant Home Technology, Inc.",Non-mobile device
4C7872,Cav. Uff. Giacomo Cimberio S.p.A. ,Non-mobile device
78C1A7,zte corporation,Mobile phone
540384,"Hangkong Nano IC Technologies Co., Ltd",Non-mobile device
004BF3,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",Non-mobile device
28A24B,Juniper Networks,Non-mobile device
044E06,Ericsson AB,Mobile phone
001BB5,Cherry GmbH,Non-mobile device
6014B3,CyberTAN Technology Inc.,Non-mobile device
602103,"I4VINE, INC",Non-mobile device
407D0F,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
3805AC,Piller Group GmbH,Non-mobile device
F8BBBF,eero inc.,Non-mobile device
706DEC,Wifi-soft LLC,Non-mobile device
AC6B0F,CADENCE DESIGN SYSTEMS INC,Non-mobile device
1CA0D3,IEEE Registration Authority,Non-mobile device
84D6D0,Amazon Technologies Inc.,Non-mobile device
34D270,Amazon Technologies Inc.,Non-mobile device
CC82EB,KYOCERA CORPORATION ,Non-mobile device
000F17,Insta Elektro GmbH,Non-mobile device
002365,Insta Elektro GmbH,Non-mobile device
C4EEF5,II-VI Incorporated,Non-mobile device
A41163,IEEE Registration Authority,Non-mobile device
002CC8,"Cisco Systems, Inc",Non-mobile device
70AF24,TP Vision Belgium NV,Mobile phone
7CE97C,ITEL MOBILE LIMITED,Mobile phone
285F2F,"RNware Co.,Ltd.",Non-mobile device
E0C0D1,CK Telecom (Shenzhen) Limited,Non-mobile device
948BC1,"Samsung Electronics Co.,Ltd",Mobile phone
4827EA,"Samsung Electronics Co.,Ltd",Mobile phone
049573,zte corporation,Mobile phone
D055B2,Integrated Device Technology (Malaysia) Sdn. Bhd.,Non-mobile device
A49BF5,Hybridserver Tec GmbH,Non-mobile device
B436E3,KBVISION GROUP,Non-mobile device
488803,ManTechnology Inc.,Non-mobile device
7C6BF7,"NTI co., ltd.",Non-mobile device
54E061,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
B47C9C,Amazon Technologies Inc.,Non-mobile device
E81367,AIRSOUND Inc.,Non-mobile device
64D154,Routerboard.com,Non-mobile device
0020DA,Alcatel-Lucent Enterprise,Mobile phone
345BBB,"GD Midea Air-Conditioning Equipment Co.,Ltd.",Non-mobile device
34CE00,"XIAOMI Electronics,CO.,LTD",Mobile phone
68262A,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
680235,Konten Networks Inc.,Non-mobile device
3C678C,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D06F82,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
844765,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
A0C4A5,"SYGN HOUSE CO.,LTD",Non-mobile device
506787,Planet Networks,Non-mobile device
C83A6B,"Roku, Inc",Non-mobile device
B4C6F8,Axilspot Communication,Non-mobile device
B83A08,"Tenda Technology Co.,Ltd.Dongguan branch",Non-mobile device
388C50,LG Electronics,Mobile phone
50D37F,"Yu Fly Mikly Way Science and Technology Co., Ltd.",Non-mobile device
D8D866,"SHENZHEN TOZED TECHNOLOGIES CO.,LTD.",Non-mobile device
F43E61,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",Non-mobile device
001FA4,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",Non-mobile device
1C5A0B,Tegile Systems,Non-mobile device
38AC3D,Nephos Inc,Non-mobile device
A09347,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
C8F230,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
1C77F6,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
E44790,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
D4503F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
8425A4,Tariox Limited,Non-mobile device
CC90E8,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
